T(K),a,da/dT
303.15,0,
400.3166667,1.61735E-16,0
402.65,1.61735E-16,0
404.9833333,1.61735E-16,0
407.3166667,1.61735E-16,0
409.65,1.61735E-16,0
411.9833333,1.61735E-16,0
414.3166667,1.61735E-16,0
416.65,1.61735E-16,0
418.9833333,1.61735E-16,0
421.3166667,1.61735E-16,0
423.65,1.61735E-16,0
425.8166667,1.61735E-16,0
428.15,1.61735E-16,0
430.4833333,1.61735E-16,0
432.8166667,1.61735E-16,0
465.4833333,1.61735E-16,-1.01E-05
467.8166667,1.61735E-16,-3.16E-06
470.15,1.61735E-16,1.92E-05
472.4833333,1.61735E-16,4.12E-05
481.8166667,0.001529779,0.000128746
495.8166667,0.003060872,0.000266085
500.4833333,0.004590651,0.000315247
505.15,0.006121745,0.000367729
509.8166667,0.007651524,0.000431282
514.4833333,0.009182617,0.000505422
516.8166667,0.010712396,0.000542363
519.15,0.011477285,0.000595287
521.4833333,0.013773268,0.000638711
523.8166667,0.015304362,0.000690666
526.15,0.01759903,0.000740298
528.4833333,0.019130123,0.000789587
530.8166667,0.021426106,0.000837728
533.15,0.022955885,0.000886764
535.4833333,0.025251868,0.000937183
537.8166667,0.027547851,0.000990385
540.15,0.02907763,0.001046086
542.4833333,0.031373613,0.001091621
544.8166667,0.035199374,0.00113582
546.9833333,0.038260247,0.001169322
549.3166667,0.041321119,0.001209004
551.65,0.045146881,0.001262108
553.9833333,0.048207753,0.001297506
556.3166667,0.051268625,0.001304886
558.65,0.054329498,0.001311883
560.9833333,0.057391684,0.001311888
563.3166667,0.060452557,0.00131189
565.65,0.063513429,0.001311876
567.9833333,0.066574301,0.00131186
570.3166667,0.070400063,0.001311837
572.65,0.074225825,0.001311825
574.9833333,0.077286697,0.001311807
577.3166667,0.080347569,0.001311802
579.65,0.083408442,0.001311802
581.9833333,0.086469314,0.001311802
584.3166667,0.088765297,0.001311613
586.65,0.093355948,0.001309349
588.9833333,0.09641682,0.001301672
591.3166667,0.099477693,0.001294241
593.65,0.101773676,0.001250214
595.9833333,0.104834548,0.001208868
598.3166667,0.107130531,0.001177793
600.65,0.109426513,0.001145528
602.9833333,0.112487386,0.001114456
605.3166667,0.115548258,0.001082614
607.65,0.117844241,0.001050941
609.9833333,0.120138909,0.001019739
612.3166667,0.122434892,0.000989352
614.65,0.124730875,0.000960112
616.9833333,0.127026858,0.000932242
619.3166667,0.128556637,0.0009058
621.65,0.13008773,0.000497076
623.9833333,0.131617509,0.000664205
626.3166667,0.133913492,0.000832661
628.65,0.136209475,0.001002031
630.9833333,0.137739254,0.001171538
633.3166667,0.139270347,0.001340245
635.65,0.143860998,0.001507736
637.9833333,0.150747632,0.001674722
640.3166667,0.154574708,0.001843772
642.65,0.159930249,0.002026021
644.9833333,0.165287104,0.002249013
647.3166667,0.171408849,0.002547627
649.65,0.176000815,0.002914652
651.9833333,0.182122559,0.003298615
654.3166667,0.186713211,0.00366363
656.65,0.192834955,0.003996296
658.9833333,0.199722903,0.004319528
661.3166667,0.212156958,0.004654203
663.65,0.224209882,0.005051168
665.9833333,0.238749354,0.005453992
668.15,0.252522622,0.005693639
670.4833333,0.266297205,0.005794867
672.8166667,0.280070473,0.005840991
675.15,0.293845055,0.005894284
677.4833333,0.307618324,0.005878933
679.8166667,0.321392906,0.005812576
682.15,0.335166174,0.005722334
684.4833333,0.348940757,0.00562071
686.8166667,0.361949136,0.005510572
689.15,0.374192625,0.005400192
691.4833333,0.386436114,0.005294596
693.8166667,0.397149824,0.005195563
696.15,0.409393313,0.005107493
698.4833333,0.420107024,0.005038057
700.8166667,0.432350513,0.004990789
703.15,0.443827798,0.004958206
705.4833333,0.455306398,0.004911079
707.8166667,0.466784998,0.004822521
710.15,0.478263597,0.004688528
712.4833333,0.489742197,0.004530271
714.8166667,0.501219483,0.004367308
717.15,0.510402099,0.00421096
719.4833333,0.518819827,0.004056086
721.8166667,0.527237554,0.003903823
724.15,0.535655282,0.003766507
726.4833333,0.544073009,0.003659903
728.8166667,0.552489422,0.003590743
731.15,0.56090715,0.003538189
733.4833333,0.570089766,0.003452473
735.8166667,0.577742604,0.003319843
738.15,0.585394128,0.003154099
740.4833333,0.594576745,0.00295487
742.8166667,0.602229583,0.002738586
745.15,0.606820234,0.002518584
747.4833333,0.612177089,0.002305268
749.8166667,0.614473072,0.00210067
752.15,0.618298834,0.001909296
754.4833333,0.622124596,0.001757267
756.8166667,0.625185468,0.001645901
759.15,0.629777434,0.001567923
761.4833333,0.632838306,0.001512427
763.8166667,0.635899178,0.001471696
766.15,0.640489829,0.001423121
768.4833333,0.643550702,0.001372428
770.8166667,0.646612888,0.001320633
773.15,0.649673761,0.001267779
775.4833333,0.652734633,0.001213785
777.8166667,0.655029301,0.001158306
780.15,0.658090174,0.001055008
782.4833333,0.66191725,0.00105007
784.8166667,0.664211918,0.001045306
787.15,0.667272791,0.001040696
789.3166667,0.669568773,0.001036535
791.65,0.672629646,0.001032166
793.9833333,0.674925629,0.001027891
796.3166667,0.677221611,0.001023693
798.65,0.680282484,0.001019552
800.9833333,0.682577152,0.001015457
803.3166667,0.684873135,0.001011398
805.65,0.687934007,0.001007379
807.9833333,0.69022999,0.001003419
810.3166667,0.692525973,0.000999555
812.65,0.694820641,0.000995852
814.9833333,0.697116624,0.00099241
817.3166667,0.699412607,0.00098936
819.65,0.70170859,0.000986867
821.9833333,0.704003258,0.000985094
824.3166667,0.706299241,0.000984124
826.65,0.708595224,0.000983832
828.9833333,0.710126317,0.00098381
831.3166667,0.712420986,0.000983177
833.65,0.714716968,0.000982889
835.9833333,0.717012951,0.000979386
838.3166667,0.719308934,0.000963546
840.65,0.720838713,0.000957176
842.9833333,0.723134696,0.000948519
845.3166667,0.725430679,0.000927263
847.65,0.726960458,0.000904926
849.9833333,0.728491551,0.000888721
852.3166667,0.73078622,0.000868658
854.65,0.733082202,0.000852544
856.9833333,0.734613296,0.000839581
859.3166667,0.736907964,0.00082851
861.65,0.738439057,0.00081752
863.9833333,0.74073504,0.000806216
866.3166667,0.742264819,0.000794325
868.65,0.743795912,0.00078139
870.9833333,0.746090581,0.000766527
873.3166667,0.748386564,0.000747865
875.65,0.749917657,0.000725089
877.9833333,0.751447436,0.000700911
880.3166667,0.752978529,0.000679148
882.65,0.755273198,0.000672097
884.9833333,0.757569181,0.000661951
887.3166667,0.759100274,0.000656078
889.65,0.760630053,0.000656269
891.9833333,0.762161146,0.000656689
894.3166667,0.763690925,0.000657042
896.65,0.765222019,0.000657386
898.9833333,0.767518001,0.000657719
901.3166667,0.76981267,0.00065804
903.65,0.771343763,0.000658355
905.9833333,0.772873542,0.000658664
908.3166667,0.774404636,0.00065877
910.65,0.775934415,0.000658796
912.8166667,0.777465508,0.00065879
915.15,0.778995287,0.000659031
917.4833333,0.78052638,0.000658961
919.8166667,0.782056159,0.00065881
922.15,0.784352142,0.000658575
924.4833333,0.785883235,0.00065828
926.8166667,0.788177904,0.000657947
929.15,0.789708997,0.00065761
931.4833333,0.791238776,0.000657072
933.8166667,0.792769869,0.000656573
936.15,0.794299648,0.000656174
938.4833333,0.795830742,0.000655969
940.8166667,0.797360521,0.000655934
943.15,0.798891614,0.000655934
945.4833333,0.800421393,0.000655934
947.8166667,0.801952486,0.000655933
950.15,0.803482265,0.000655932
952.4833333,0.805013359,0.00065593
954.8166667,0.805778248,0.000655927
957.15,0.806543138,0.000655924
959.4833333,0.808074231,0.000655925
961.8166667,0.80960401,0.000655923
964.15,0.811135103,0.000655921
966.4833333,0.812664882,0.000655919
968.8166667,0.814195975,0.000655918
971.15,0.816491958,0.000655917
973.4833333,0.817256848,0.000655914
975.8166667,0.818786627,0.00065591
978.15,0.82031772,0.000655905
980.4833333,0.821847499,0.000655899
982.8166667,0.822613703,0.000655894
985.15,0.823378592,0.000655892
987.4833333,0.824909686,0.00065589
989.8166667,0.826439465,0.00065589
992.15,0.827970558,0.000655888
994.4833333,0.829500337,0.000655883
996.8166667,0.83103143,0.000655878
999.15,0.832561209,0.000655872
1003.816667,0.834092303,0.00065586
1006.15,0.835622082,0.000655854
1008.483333,0.837153175,0.000655848
1013.15,0.838682954,0.000655836
1015.483333,0.840214047,0.00065583
1017.816667,0.841743826,0.000655824
1022.483333,0.843274919,0.000655812
1024.816667,0.844804699,0.000655806
