T (K),a,da/dT
296.9833333,0,
400.4833333,0.001811665,4.25E-05
494.3166667,0.003623209,1.90E-04
499.15,0.005434873,0.000248862
508.9833333,0.010869627,0.000362075
513.9833333,0.012681171,0.000419873
518.9833333,0.014492836,0.000455031
528.8166667,0.019927589,0.00063374
533.65,0.021739133,0.000809101
538.65,0.028985551,0.000985321
543.65,0.036231969,0.001173929
548.4833333,0.041666722,0.001337115
553.4833333,0.04891314,0.001390272
558.3166667,0.056159437,0.001417569
563.3166667,0.063405855,0.001455081
568.3166667,0.070652152,0.001454218
573.15,0.07789857,0.001419302
578.15,0.085144988,0.001383761
582.9833333,0.090579741,0.001345422
587.9833333,0.097826159,0.001328183
592.9833333,0.103260912,0.001328906
597.8166667,0.11050733,0.0013262
602.8166667,0.117753627,0.00129024
607.65,0.123188381,0.001178925
612.65,0.130434798,0.000982177
617.4833333,0.134058007,0.000781028
622.4833333,0.135869551,0.000598974
627.4833333,0.137681216,0.000453841
632.3166667,0.13949276,0.00038359
637.3166667,0.141304425,0.000370185
642.15,0.143115969,0.000464414
647.15,0.144927514,0.000773617
656.9833333,0.148550722,0.001284877
661.9833333,0.157608685,0.001578979
666.8166667,0.166666647,0.001822288
671.8166667,0.177536273,0.002058046
676.8166667,0.18840578,0.002271196
681.65,0.199275406,0.002523607
686.65,0.208333368,0.002749524
691.4833333,0.213768122,0.003009477
696.4833333,0.230072501,0.003362532
701.4833333,0.248188426,0.00375614
706.3166667,0.275362312,0.004126348
711.3166667,0.302536198,0.004488288
716.15,0.329710205,0.004895416
721.15,0.356884091,0.005310148
725.9833333,0.384057977,0.00546423
730.9833333,0.409420319,0.005464312
735.9833333,0.436594205,0.005466074
740.8166667,0.463768092,0.005360321
745.8166667,0.490941978,0.004842452
750.65,0.518115984,0.004448812
755.65,0.534420244,0.004142803
760.65,0.550724624,0.003685086
765.4833333,0.565217339,0.00324285
770.4833333,0.581521719,0.003181925
775.3166667,0.597826099,0.003191692
780.3166667,0.612318814,0.003206998
785.3166667,0.628623194,0.003167676
790.15,0.644927574,0.003006119
795.15,0.659420289,0.002606266
799.9833333,0.675724669,0.002209415
804.9833333,0.682970966,0.001794981
809.9833333,0.68840584,0.001395349
814.8166667,0.693840593,0.001225735
819.8166667,0.701086891,0.001188809
824.65,0.706521764,0.001183802
829.65,0.711956517,0.001192058
834.4833333,0.71739127,0.001175569
839.4833333,0.724637688,0.001153607
844.4833333,0.730072441,0.001121433
849.3166667,0.735507195,0.001088807
854.3166667,0.739130403,0.001042571
859.15,0.744565157,0.001002007
864.15,0.75000003,0.001000079
869.15,0.753623119,0.001028396
873.9833333,0.759057992,0.001030637
878.9833333,0.764492745,0.001015713
883.8166667,0.769927499,0.001009195
888.8166667,0.773550707,0.00097743
893.8166667,0.778985461,0.000941347
898.65,0.78260867,0.000918767
903.65,0.788043423,0.000920245
908.4833333,0.791666632,0.00091568
913.4833333,0.797101385,0.000919724
918.4833333,0.800724594,0.000915822
923.3166667,0.806159347,0.000918526
928.3166667,0.809782556,0.00089778
933.15,0.815217309,0.00087838
938.15,0.818840518,0.000870875
942.9833333,0.822463727,0.000868363
947.9833333,0.82789848,0.000872353
952.9833333,0.831521689,0.00087504
957.8166667,0.836956442,0.000870655
962.8166667,0.840579651,0.00086388
967.65,0.84420286,0.000847474
972.65,0.849637613,0.000814248
977.65,0.853260822,0.000797861
982.4833333,0.856884031,0.000790242
987.4833333,0.86050724,0.000789708
992.3166667,0.864130449,0.000795572
997.3166667,0.869565202,0.00079701
1002.316667,0.873188411,0.000795344
1007.15,0.876811619,0.000778884
1012.15,0.880434708,0.000746496
1016.983333,0.884057917,0.000734679
1021.983333,0.887681126,0.000734423
1026.983333,0.891304335,0.000734437
1031.816667,0.894927544,0.000734665
1036.816667,0.898550753,0.000735994
1041.65,0.902173841,0.000737236
1046.65,0.90579705,0.000724548
1051.483333,0.909420259,0.000692123
1056.483333,0.913043468,0.000674157
1061.483333,0.914855012,0.000657531
1066.316667,0.918478221,0.000626207
1071.316667,0.92210143,0.000624951
1076.15,0.923912974,0.000650421
1081.15,0.927536183,0.000650325
1086.15,0.931159392,0.00064403
1095.983333,0.936594145,0.000629113
1100.816667,0.940217354,0.000596703
1105.816667,0.942028898,0.000574684
1110.816667,0.945652107,0.000562222
1115.65,0.947463772,0.000548732
1120.65,0.951086981,0.000551659
1125.483333,0.952898525,0.000547127
1130.483333,0.956521734,0.000550019
1135.483333,0.958333278,0.000534381
1140.316667,0.961956487,0.000518621
1145.316667,0.963768031,0.000507373
1155.15,0.969202905,0.00050149
1159.983333,0.971014449,0.000493859
1164.983333,0.974637658,0.000495413
1169.983333,0.976449202,0.000489258
1179.816667,0.981884076,0.000474786
1184.65,0.98369562,0.000461652
1194.65,0.989130373,0.000456487
1199.483333,0.990942038,0.00045789
1204.483333,0.992753582,0.000451371
1209.316667,0.996376791,0.000434931
1214.316667,0.998188335,0.000419699
1219.316667,1,0.000402905
