T(K),a,da/dT
303.15,0,
376.15,0,0
378.4833333,0,0
380.8166667,0,0
383.15,0,0
385.4833333,0,0
387.9833333,0,0
390.3166667,0,0
392.65,0,0
394.9833333,0,0
397.3166667,0,0
399.65,0,0
401.9833333,0,0
404.3166667,0,0
406.65,0,0
408.9833333,0,0
411.4833333,0,0
413.8166667,0,0
416.15,0,0
418.4833333,0,0
420.8166667,0,0
423.15,0,0
425.4833333,0,0
427.8166667,0,0
430.15,0,0
432.4833333,0,0
434.9833333,0,0
437.3166667,0,0
439.65,0,0
441.9833333,0,0
444.3166667,0,0
446.65,0,0
448.9833333,0,0
451.3166667,0,0
453.65,0,0
455.9833333,0,0
458.4833333,0,0.00E+00
460.8166667,0,7.58E-10
463.15,0,6.88E-06
465.4833333,0,1.95E-05
467.8166667,0,3.10E-05
470.15,0.00074759,4.20E-05
477.15,0.00149396,7.63226E-05
479.4833333,0.00149396,8.90172E-05
481.9833333,0.00149396,0.000117063
484.3166667,0.00149396,0.00017382
488.9833333,0.00298792,0.000284154
491.3166667,0.00298792,0.000316427
493.65,0.004481881,0.000343595
495.9833333,0.004481881,0.000376261
500.65,0.005975841,0.000444608
505.4833333,0.007469801,0.000505605
507.8166667,0.007469801,0.000536259
510.15,0.009711351,0.000567021
512.4833333,0.011951682,0.000603934
514.8166667,0.013445642,0.000636671
517.15,0.014939602,0.000676025
519.4833333,0.016433562,0.000711688
521.8166667,0.017927523,0.000750906
524.15,0.019421483,0.000786324
526.4833333,0.020915443,0.000824782
528.9833333,0.022409403,0.00086434
531.3166667,0.024650953,0.000902019
533.65,0.027638874,0.000939497
535.9833333,0.030626794,0.0009769
538.3166667,0.033614715,0.001014521
540.65,0.036602635,0.001053134
542.9833333,0.039590555,0.001094846
545.3166667,0.042578476,0.001143022
547.65,0.045566396,0.001177308
549.9833333,0.048554317,0.001203262
552.3166667,0.051542237,0.001224418
554.8166667,0.054530158,0.001254939
557.15,0.058265668,0.0012783
559.4833333,0.061999959,0.001280328
561.8166667,0.064987879,0.001280349
564.15,0.068723389,0.001280367
566.4833333,0.07245768,0.001280386
568.8166667,0.0754456,0.001280428
571.15,0.079181111,0.001280485
573.4833333,0.082916621,0.001280524
575.8166667,0.085904542,0.001280533
578.3166667,0.088892462,0.001280533
580.65,0.091880382,0.001280533
582.9833333,0.094868303,0.001280533
585.3166667,0.097856223,0.001280534
587.65,0.101590514,0.001280534
589.9833333,0.104578434,0.001280374
592.3166667,0.107566355,0.001280146
594.65,0.110554275,0.001260673
596.9833333,0.113542196,0.001188437
599.3166667,0.116530116,0.001145608
601.8166667,0.119518036,0.001105226
604.15,0.121759587,0.001067686
606.4833333,0.123999917,0.001029579
608.8166667,0.126241467,0.000990816
611.15,0.128481798,0.000951485
613.4833333,0.129976978,0.000911791
615.8166667,0.132217308,0.000936062
618.15,0.134458858,0.000975226
620.4833333,0.137446779,0.001014801
622.8166667,0.138193149,0.001054066
625.3166667,0.141928659,0.001093679
627.65,0.14416899,0.001128696
629.9833333,0.14715691,0.001163871
632.3166667,0.150144831,0.00118859
634.65,0.153132751,0.001201224
636.9833333,0.156120671,0.001294912
639.3166667,0.158362222,0.001441146
641.65,0.161350142,0.001675369
643.9833333,0.163590473,0.002104201
646.3166667,0.166578393,0.002656453
648.8166667,0.174795784,0.003208826
651.15,0.188989016,0.003706403
653.4833333,0.203181028,0.00424607
655.8166667,0.21662667,0.004790572
658.15,0.230073531,0.005286683
660.4833333,0.243519173,0.005644512
662.8166667,0.256964815,0.005840036
665.15,0.272971532,0.005944993
667.4833333,0.285350059,0.006029863
669.8166667,0.299543291,0.006218566
672.3166667,0.312988933,0.006433819
674.65,0.327928535,0.006626116
676.9833333,0.345856057,0.006848702
679.3166667,0.36378358,0.007104342
681.65,0.380964732,0.007326821
683.9833333,0.397249508,0.007477225
686.3166667,0.416073407,0.007530927
688.65,0.434748519,0.007530521
690.9833333,0.451182082,0.007524118
