T(K),a,da/dT
301.15,0,
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0,0
301.15,0.000118199,0
301.15,0.001218667,0
301.15,0.001830039,0
301.15,0.002930508,0
301.15,0.004397799,0
301.15,0.006517221,0
301.15,0.008392094,0
301.15,0.010511515,0
301.15,0.013079276,0
301.15,0.016054617,0
305.4897636,0.02245364,0
317.4842545,0.026203386,0
327.3377636,0.030360712,7.33756E-05
333.9641273,0.034844104,0.000155729
338.5996182,0.039042188,0.000242219
347.3983091,0.043851645,0.000375084
358.7079273,0.048783376,0.000461421
367.2603455,0.053348283,0.0006199
373.5020545,0.058483804,0.000747727
378.2345636,0.064271455,0.000835379
384.7234,0.069162428,0.000892726
395.0353455,0.074012642,0.000951837
403.0905273,0.078903615,0.001004609
408.9686909,0.083631555,0.001020918
413.4267818,0.088074188,0.000971769
421.8824,0.09255758,0.000892286
429.5599636,0.095084582,0.000803165
436.1396364,0.099731006,0.000692481
442.308,0.103358478,0.000576676
450.3062545,0.106578368,0.000471106
510.6271818,0.109839016,0.000481106
608.0663636,0.113058907,0.000494106
608.8903636,0.116115764,0.000507106
610.6132727,0.118398218,0.000520106
612.7856364,0.120395365,0.000533106
614.5085455,0.12353374,0.000546106
615.3325455,0.125612403,0.000559106
616.3812727,0.127568792,0.000572106
617.8794545,0.129565939,0.000585106
620.0518182,0.130544134,0.000598106
621.4750909,0.131522328,0.000611106
622.8234545,0.132419006,0.000624106
624.0969091,0.133927056,0.000572688
625.8947273,0.134864493,0.000691786
627.6925455,0.136127994,0.000812117
629.0409091,0.137880592,0.000900466
630.1645455,0.139836981,0.000974465
631.8125455,0.141915645,0.00114032
633.3856364,0.144075824,0.001343971
634.5841818,0.146521311,0.001584933
635.7827273,0.149781959,0.001967656
638.03,0.154020802,0.002748859
639.678,0.159808453,0.003400035
640.7267273,0.167022637,0.003888917
641.9252727,0.175867146,0.004470635
643.6481818,0.186219705,0.005259827
644.9965455,0.197468941,0.005854802
646.0452727,0.210389261,0.006214718
646.6445455,0.222983515,0.006438483
647.8430909,0.235618527,0.006739332
649.7158182,0.24910946,0.007031185
652.1129091,0.263374797,0.007321654
653.686,0.277151036,0.007436511
654.9594545,0.29125334,0.00748994
655.6336364,0.305803984,0.00750621
657.2067273,0.319294916,0.00749192
659.3790909,0.334334657,0.007401488
660.9521818,0.348803784,0.007314771
661.926,0.362498507,0.007269803
663.0496364,0.375418827,0.007143867
664.6976364,0.388583694,0.006878643
666.1958182,0.401463256,0.006628755
667.0198182,0.41340538,0.006504446
668.2932727,0.424573101,0.006316341
670.166,0.436229919,0.006038144
671.5892727,0.447071575,0.005831665
672.5630909,0.457464891,0.005720235
673.8365455,0.468306547,0.005608162
675.7841818,0.477599395,0.005417895
677.7318182,0.487788921,0.005241056
678.6307273,0.497774657,0.005176574
679.4547273,0.506904472,0.005123857
680.9529091,0.516034288,0.005043728
683.2001818,0.525530926,0.004863384
685.2227273,0.5347015,0.004701048
686.2714545,0.543586767,0.004613416
686.9456364,0.55190142,0.004550828
687.8445455,0.559808492,0.004480046
689.4176364,0.567797081,0.004361104
691.8896364,0.575500363,0.004172005
693.4627273,0.583366677,0.004090506
694.2118182,0.591232991,0.004053501
695.8598182,0.598202627,0.003962044
697.9572727,0.605702118,0.003827488
699.4554545,0.612630996,0.003722576
700.2045455,0.619437599,0.003672044
701.7027273,0.626244203,0.003571615
703.4256364,0.632480193,0.003441094
704.2496364,0.639123764,0.003379457
705.2234545,0.645155964,0.003298846
707.3958182,0.651188163,0.003135957
708.894,0.656690507,0.003022701
709.6430909,0.661907545,0.002961695
710.4670909,0.66781747,0.002888104
712.6394545,0.672912233,0.002639009
714.8867273,0.677640173,0.002392693
716.0852727,0.681756742,0.002246763
716.9092727,0.68522118,0.002143649
717.8830909,0.689011684,0.002033696
719.3812727,0.692639156,0.001876867
720.9543636,0.695859046,0.001732549
721.6285455,0.698875146,0.001676086
723.3514545,0.701728213,0.001571091
725.8983636,0.704336732,0.001479002
727.9209091,0.7084533,0.001397684
729.1194545,0.711265609,0.001351806
729.4190909,0.713874128,0.001340561
730.4678182,0.716115824,0.001301425
732.4154545,0.71835752,0.00122749
734.7376364,0.720639973,0.001213332
735.8612727,0.72308546,0.001198667
736.3856364,0.725530946,0.001191875
738.1085455,0.727487335,0.001169769
740.3558182,0.729239934,0.001141255
742.0038182,0.731440871,0.001120485
742.678,0.733845599,0.001112023
743.6518182,0.735842746,0.001099837
746.0489091,0.737676861,0.001069947
748.0714545,0.739714766,0.001044748
748.9703636,0.741834188,0.001033563
749.1950909,0.74330148,0.001030772
749.27,0.745217111,0.001029842
750.0190909,0.746847435,0.001020582
752.1165455,0.748640791,0.000995804
753.2401818,0.751004761,0.000978815
753.39,0.752838876,0.00097618
754.3638182,0.754672991,0.000961552
756.8358182,0.756303315,0.000923805
758.6336364,0.75813743,0.000900742
759.158,0.760093819,0.000896248
759.6074545,0.76200945,0.000893098
761.63,0.763680532,0.000876129
764.4016364,0.764454936,0.000861583
766.0496364,0.765596163,0.000863573
766.574,0.766533599,0.000858687
767.8474545,0.76930515,0.000857154
770.1696364,0.770527894,0.00086672
772.1921818,0.772484283,0.000865501
772.8663636,0.774155365,0.000866282
774.0649091,0.775296592,0.000872961
776.8365455,0.777252981,0.000890151
778.8590909,0.778842547,0.000906962
779.6830909,0.780635904,0.000916058
780.4321818,0.782388502,0.000921574
782.5296364,0.784630198,0.000936455
785.3012727,0.786464313,0.000959545
786.35,0.78846146,0.000963933
786.9492727,0.790295574,0.000964093
787.8481818,0.791518318,0.000965167
790.5449091,0.793882288,0.000968744
792.3427273,0.795390337,0.000970333
792.942,0.797469001,0.000969368
793.9907273,0.799343874,0.000967857
796.8372727,0.800688891,0.000961036
798.6350909,0.802767554,0.000955864
799.4590909,0.804601669,0.000952714
800.2830909,0.806395026,0.000949675
802.9049091,0.808066108,0.000943029
804.8525455,0.810104013,0.000938015
805.0772727,0.811571305,0.000937552
805.8263636,0.813242387,0.000935998
807.9987273,0.815239534,0.000934965
810.6954545,0.817155165,0.000933076
811.8190909,0.818581699,0.000933208
812.0438182,0.820212023,0.000933095
813.7667273,0.821475524,0.000934026
816.3885455,0.823676462,0.000933583
818.1114545,0.825429061,0.000934424
818.486,0.826855594,0.000935411
819.4598182,0.829178806,0.000937949
822.3063636,0.830727614,0.000943687
824.1790909,0.832357938,0.000947907
824.6285455,0.834762667,0.00094852
825.5274545,0.836270716,0.000946824
