T(K),a,da/dT
296.082286,0,
296.148293,0.000148287,0.002246535
296.267061,0.000325495,0.00149205
296.441728,0.000507727,0.001043309
296.685205,0.000711925,0.000838677
297.005122,0.000914916,0.00063451
297.3959,0.001136558,0.000567182
297.861579,0.001401957,0.000569919
298.402354,0.001661743,0.000480396
299.008831,0.001953441,0.00048097
299.684428,0.002266589,0.000463514
300.419733,0.002616496,0.000475867
301.208335,0.002992938,0.000477353
302.039132,0.003389725,0.000477599
302.911052,0.003812192,0.000484525
303.813774,0.004265363,0.000502004
304.736877,0.004761082,0.000537014
305.689675,0.005284499,0.000549347
306.642711,0.005837765,0.00058053
307.606228,0.006408799,0.000592656
308.574812,0.007015193,0.000626061
309.531215,0.007647516,0.000661147
310.489603,0.008300155,0.000680977
311.43643,0.008988139,0.000726621
312.371977,0.009675578,0.000734799
313.297894,0.010400866,0.000783318
314.201757,0.011124018,0.000800068
315.08992,0.011858367,0.000826817
315.965692,0.01262305,0.000873154
316.82543,0.013394158,0.00089691
317.675546,0.014149088,0.000888032
318.508406,0.014927047,0.00093408
319.326817,0.015710854,0.000957718
320.133612,0.016480414,0.000953849
320.926893,0.017252892,0.000973775
321.714749,0.01803029,0.000986726
322.492351,0.018804476,0.000995608
323.270286,0.01956891,0.000982644
324.040458,0.020316341,0.000970473
324.807488,0.021071301,0.000984264
325.57245,0.021805046,0.000959191
326.335203,0.022551756,0.000978966
327.101709,0.023295106,0.000969791
327.872699,0.024015871,0.000934856
328.645851,0.024726102,0.000918617
329.418989,0.025440207,0.000923646
330.193557,0.026147285,0.000912868
330.982927,0.026842636,0.000880893
331.774758,0.027526524,0.00086368
332.569989,0.028215053,0.000865823
333.36834,0.028890809,0.000846439
334.170944,0.029557725,0.00083094
334.981431,0.030216744,0.000813115
335.798574,0.030870136,0.000799604
336.62195,0.031524116,0.000794267
337.451655,0.032153095,0.000758075
338.285254,0.0327712,0.000741491
339.122922,0.033403435,0.000754756
339.959993,0.034010786,0.000725567
340.808089,0.034611242,0.000708004
341.655225,0.035194195,0.000688146
342.507378,0.035791866,0.000701366
343.356298,0.036366082,0.000676408
344.20751,0.03692888,0.000661173
345.062404,0.037477358,0.000641574
345.911421,0.038017718,0.000636454
346.76569,0.038541843,0.000613535
347.619851,0.039071993,0.000620668
348.468923,0.039590224,0.00061035
349.322581,0.040084116,0.00057856
350.169299,0.040576624,0.000581666
351.016718,0.041060954,0.000571536
351.866878,0.041535679,0.000558395
352.710671,0.04198692,0.000534776
353.558728,0.042419302,0.000509851
354.398852,0.04285217,0.000515244
355.240174,0.043281076,0.000509799
356.081175,0.043696117,0.000493509
356.919163,0.044099417,0.000481271
357.757749,0.044486864,0.000462024
358.595746,0.044867268,0.000453945
