,time (min),,T(°C),T(K),a,da/dT
0:28:59,28.98,77.5324,319.8333333,592.9833333,0.089501627,0.001441687
0:29:13,29.22,77.4179,322.1666667,595.3166667,0.090847437,0.000576776
0:29:27,29.45,77.1889,324.5,597.65,0.093539056,0.001153551
0:29:40,29.67,77.0744,326.6666667,599.8166667,0.094884866,0.000621143
0:29:54,29.90,76.8453,329,602.15,0.09757766,0.001154055
0:30:08,30.13,76.7308,331.3333333,604.4833333,0.09892347,0.000576776
0:30:22,30.37,76.5018,333.6666667,606.8166667,0.101615089,0.001153551
0:30:36,30.60,76.3873,336,609.15,0.102960899,0.000576776
0:30:50,30.83,76.1583,338.3333333,611.4833333,0.105652518,0.001153551
0:31:04,31.07,75.9865,340.6666667,613.8166667,0.10767182,0.000865415
0:31:18,31.30,75.8148,343,616.15,0.109689947,0.000864911
0:31:32,31.53,75.7003,345.3333333,618.4833333,0.111035756,0.000576776
0:31:46,31.77,75.5858,347.6666667,620.8166667,0.112381566,0.000576776
0:32:00,32.00,75.4712,350,623.15,0.113728551,0.000577279
0:32:14,32.23,75.3567,352.3333333,625.4833333,0.11507436,0.000576776
0:32:28,32.47,75.2422,354.6666667,627.8166667,0.11642017,0.000576776
0:32:42,32.70,75.1277,357,630.15,0.11776598,0.000576776
0:32:56,32.93,75.0132,359.3333333,632.4833333,0.119111789,0.000576776
0:33:10,33.17,74.8987,361.6666667,634.8166667,0.120457599,0.000576776
0:33:38,33.63,74.4979,366.3333333,639.4833333,0.12516852,0.001009483
0:33:52,33.87,74.0399,368.6666667,641.8166667,0.130551758,0.002307102
0:34:06,34.10,73.5819,371,644.15,0.135934997,0.002307102
0:34:20,34.33,73.0093,373.3333333,646.4833333,0.14266522,0.002884381
0:34:33,34.55,72.5513,375.5,648.65,0.148048459,0.002484572
0:34:47,34.78,71.9788,377.8333333,650.9833333,0.154777507,0.002883878
0:35:01,35.02,71.5208,380.1666667,653.3166667,0.160160745,0.002307102
0:35:15,35.25,71.0055,382.5,655.65,0.166217476,0.002595742
0:35:29,35.48,70.4902,384.8333333,657.9833333,0.172274207,0.002595742
0:35:43,35.72,70.0703,387.1666667,660.3166667,0.177209625,0.002115179
0:35:57,35.95,69.4596,389.5,662.65,0.184387668,0.003076304
0:36:11,36.18,68.7235,391.8333333,664.9833333,0.193039637,0.003707987
0:36:25,36.42,67.5194,394.1666667,667.3166667,0.207192383,0.006065462
0:36:39,36.65,66.3743,396.5,669.65,0.220651654,0.005768259
0:36:53,36.88,65.2292,398.8333333,671.9833333,0.234110925,0.005768259
0:37:07,37.12,64.0841,401.1666667,674.3166667,0.247570197,0.005768259
0:37:21,37.35,62.9391,403.5,676.65,0.261028293,0.005767755
0:37:35,37.58,61.794,405.8333333,678.9833333,0.274487564,0.005768259
0:37:49,37.82,60.6489,408.1666667,681.3166667,0.287946835,0.005768259
0:38:03,38.05,59.5039,410.5,683.65,0.301404931,0.005767755
0:38:17,38.28,58.3588,412.8333333,685.9833333,0.314864203,0.005768259
0:38:31,38.52,57.3282,415.1666667,688.3166667,0.326977664,0.005191484
0:38:45,38.75,56.1831,417.5,690.65,0.340436936,0.005768259
0:38:59,38.98,55.388,419.8333333,692.9833333,0.349782378,0.00400519
0:39:12,39.20,54.4019,422,695.15,0.361372796,0.005349424
0:39:26,39.43,53.5595,424.3333333,697.4833333,0.371274194,0.004243456
0:39:40,39.67,52.6271,426.6666667,699.8166667,0.382233433,0.004696817
0:39:54,39.90,51.711,429,702.15,0.393001085,0.004614708
0:40:08,40.13,50.7949,431.3333333,704.4833333,0.403768737,0.004614708
0:40:22,40.37,49.8625,433.6666667,706.8166667,0.414727976,0.004696817
0:40:36,40.60,48.9465,436,709.15,0.425494453,0.004614204
0:40:50,40.83,48.104,438.3333333,711.4833333,0.435397026,0.00424396
0:41:04,41.07,47.188,440.6666667,713.8166667,0.446163502,0.004614204
0:41:18,41.30,46.2719,443,716.15,0.456931154,0.004614708
0:41:32,41.53,45.4295,445.3333333,718.4833333,0.466832552,0.004243456
0:41:46,41.77,44.6306,447.6666667,720.8166667,0.476222659,0.004024332
0:42:00,42.00,44.039,450,723.15,0.483176205,0.002980091
0:42:14,42.23,43.5237,452.3333333,725.4833333,0.489232936,0.002595742
0:42:28,42.47,43.0657,454.6666667,727.8166667,0.494616174,0.002307102
0:42:42,42.70,42.6077,457,730.15,0.499999412,0.002307102
0:42:56,42.93,42.1496,459.3333333,732.4833333,0.505383826,0.002307606
0:43:10,43.17,41.6916,461.6666667,734.8166667,0.510767064,0.002307102
0:43:24,43.40,41.2336,464,737.15,0.516150303,0.002307102
0:43:38,43.63,40.7756,466.3333333,739.4833333,0.521533541,0.002307102
0:43:52,43.87,40.3175,468.6666667,741.8166667,0.526917955,0.002307606
0:44:05,44.08,39.8022,470.8333333,743.9833333,0.532974686,0.002795414
0:44:19,44.32,39.3442,473.1666667,746.3166667,0.538357924,0.002307102
0:44:33,44.55,39.0007,475.5,748.65,0.542395353,0.001730327
0:44:47,44.78,38.7717,477.8333333,750.9833333,0.545086972,0.001153551
0:45:01,45.02,38.5427,480.1666667,753.3166667,0.547778591,0.001153551
0:45:15,45.25,38.3137,482.5,755.65,0.550470211,0.001153551
0:45:29,45.48,38.0846,484.8333333,757.9833333,0.553163005,0.001154055
0:45:43,45.72,37.8556,487.1666667,760.3166667,0.555854624,0.001153551
0:45:57,45.95,37.6266,489.5,762.65,0.558546244,0.001153551
0:46:11,46.18,37.3403,491.8333333,764.9833333,0.561911355,0.001442191
0:46:25,46.42,37.1113,494.1666667,767.3166667,0.564602974,0.001153551
0:46:39,46.65,36.8823,496.5,769.65,0.567294594,0.001153551
0:46:53,46.88,36.6533,498.8333333,771.9833333,0.569986213,0.001153551
0:47:07,47.12,36.4243,501.1666667,774.3166667,0.572677832,0.001153551
0:47:21,47.35,36.2525,503.5,776.65,0.574697134,0.000865415
0:47:35,47.58,36.0235,505.8333333,778.9833333,0.577388753,0.001153551
0:47:49,47.82,35.8517,508.1666667,781.3166667,0.579408055,0.000865415
0:48:03,48.05,35.68,510.5,783.65,0.581426182,0.000864911
0:48:17,48.28,35.451,512.8333333,785.9833333,0.584117801,0.001153551
0:48:31,48.52,35.222,515.1666667,788.3166667,0.58680942,0.001153551
0:48:44,48.73,34.9929,517.3333333,790.4833333,0.589502215,0.001242828
0:48:58,48.97,34.8212,519.6666667,792.8166667,0.591520342,0.000864911
0:49:12,49.20,34.5922,522,795.15,0.594211961,0.001153551
0:49:26,49.43,34.4777,524.3333333,797.4833333,0.59555777,0.000576776
0:49:40,49.67,34.2486,526.6666667,799.8166667,0.598250565,0.001154055
0:49:54,49.90,34.0769,529,802.15,0.600268692,0.000864911
0:50:08,50.13,33.9051,531.3333333,804.4833333,0.602287994,0.000865415
0:50:22,50.37,33.6761,533.6666667,806.8166667,0.604979613,0.001153551
0:50:36,50.60,33.5616,536,809.15,0.606325423,0.000576776
0:50:50,50.83,33.3326,538.3333333,811.4833333,0.609017042,0.001153551
0:51:04,51.07,33.2181,540.6666667,813.8166667,0.610362851,0.000576776
0:51:18,51.30,32.9891,543,816.15,0.613054471,0.001153551
0:51:32,51.53,32.8746,545.3333333,818.4833333,0.61440028,0.000576776
0:51:46,51.77,32.6455,547.6666667,820.8166667,0.617093075,0.001154055
0:52:00,52.00,32.531,550,823.15,0.618438884,0.000576776
0:52:14,52.23,32.4165,552.3333333,825.4833333,0.619784694,0.000576776
0:52:28,52.47,32.1875,554.6666667,827.8166667,0.622476313,0.001153551
0:52:42,52.70,32.073,557,830.15,0.623822123,0.000576776
0:52:56,52.93,31.844,559.3333333,832.4833333,0.626513742,0.001153551
0:53:10,53.17,31.7295,561.6666667,834.8166667,0.627859552,0.000576776
0:53:24,53.40,31.615,564,837.15,0.629205361,0.000576776
0:53:37,53.62,31.386,566.1666667,839.3166667,0.63189698,0.001242286
0:53:51,53.85,31.2715,568.5,841.65,0.63324279,0.000576776
0:54:05,54.08,31.1569,570.8333333,843.9833333,0.634589775,0.000577279
0:54:19,54.32,31.0424,573.1666667,846.3166667,0.635935584,0.000576776
0:54:33,54.55,30.8707,575.5,848.65,0.637953711,0.000864911
0:54:47,54.78,30.6989,577.8333333,850.9833333,0.639973013,0.000865415
0:55:01,55.02,30.5844,580.1666667,853.3166667,0.641318823,0.000576776
0:55:15,55.25,30.4699,582.5,855.65,0.642664632,0.000576776
0:55:29,55.48,30.2981,584.8333333,857.9833333,0.644683935,0.000865415
0:55:43,55.72,30.1264,587.1666667,860.3166667,0.646702061,0.000864911
0:55:57,55.95,30.0691,589.5,862.65,0.647375554,0.00028864
0:56:11,56.18,29.8401,591.8333333,864.9833333,0.650067173,0.001153551
0:56:25,56.42,29.7829,594.1666667,867.3166667,0.65073949,0.000288136
0:56:39,56.65,29.6684,596.5,869.65,0.6520853,0.000576776
0:56:53,56.88,29.4966,598.8333333,871.9833333,0.654104602,0.000865415
0:57:21,57.35,29.2676,603.5,876.65,0.656796221,0.000576776
0:57:35,57.58,29.0958,605.8333333,878.9833333,0.658815523,0.000865415
0:57:49,57.82,28.9813,608.1666667,881.3166667,0.660161333,0.000576776
0:58:03,58.05,28.8668,610.5,883.65,0.661507142,0.000576776
0:58:17,58.28,28.7523,612.8333333,885.9833333,0.662852952,0.000576776
0:58:30,58.50,28.6378,615,888.15,0.664198761,0.000621143
0:58:44,58.73,28.5233,617.3333333,890.4833333,0.665544571,0.000576776
0:58:58,58.97,28.4088,619.6666667,892.8166667,0.666890381,0.000576776
0:59:12,59.20,28.2943,622,895.15,0.66823619,0.000576776
0:59:26,59.43,28.1798,624.3333333,897.4833333,0.669582,0.000576776
0:59:40,59.67,28.0653,626.6666667,899.8166667,0.670927809,0.000576776
0:59:54,59.90,27.9507,629,902.15,0.672274794,0.000577279
1:00:08,60.13,27.8362,631.3333333,904.4833333,0.673620604,0.000576776
1:00:22,60.37,27.7217,633.6666667,906.8166667,0.674966414,0.000576776
1:00:36,60.60,27.55,636,909.15,0.67698454,0.000864911
1:00:50,60.83,27.4927,638.3333333,911.4833333,0.677658033,0.00028864
1:01:04,61.07,27.3782,640.6666667,913.8166667,0.679003842,0.000576776
1:01:18,61.30,27.2637,643,916.15,0.680349652,0.000576776
1:01:32,61.53,27.1492,645.3333333,918.4833333,0.681695462,0.000576776
1:01:46,61.77,27.0347,647.6666667,920.8166667,0.683041271,0.000576776
1:02:00,62.00,26.9202,650,923.15,0.684387081,0.000576776
1:02:14,62.23,26.8057,652.3333333,925.4833333,0.68573289,0.000576776
1:02:28,62.47,26.6912,654.6666667,927.8166667,0.6870787,0.000576776
1:02:42,62.70,26.5767,657,930.15,0.688424509,0.000576776
1:02:56,62.93,26.4622,659.3333333,932.4833333,0.689770319,0.000576776
1:03:09,63.15,26.3476,661.5,934.65,0.691117304,0.000621685
1:03:23,63.38,26.2331,663.8333333,936.9833333,0.692463114,0.000576776
1:03:37,63.62,26.1759,666.1666667,939.3166667,0.693135431,0.000288136
1:03:51,63.85,26.0614,668.5,941.65,0.69448124,0.000576776
1:04:05,64.08,25.9469,670.8333333,943.9833333,0.69582705,0.000576776
1:04:19,64.32,25.8324,673.1666667,946.3166667,0.69717286,0.000576776
1:04:33,64.55,25.7751,675.5,948.65,0.697846352,0.00028864
1:04:47,64.78,25.6606,677.8333333,950.9833333,0.699192162,0.000576776
1:05:01,65.02,25.5461,680.1666667,953.3166667,0.700537971,0.000576776
1:05:15,65.25,25.4316,682.5,955.65,0.701883781,0.000576776
1:05:29,65.48,25.3743,684.8333333,957.9833333,0.702557273,0.00028864
1:05:43,65.72,25.2598,687.1666667,960.3166667,0.703903083,0.000576776
1:05:57,65.95,25.1453,689.5,962.65,0.705248892,0.000576776
1:06:11,66.18,25.0308,691.8333333,964.9833333,0.706594702,0.000576776
1:06:25,66.42,24.9736,694.1666667,967.3166667,0.707267019,0.000288136
1:06:53,66.88,24.7445,698.8333333,971.9833333,0.709959814,0.000577027
1:07:07,67.12,24.6873,701.1666667,974.3166667,0.710632131,0.000288136
1:07:21,67.35,24.5728,703.5,976.65,0.71197794,0.000576776
1:07:35,67.58,24.4583,705.8333333,978.9833333,0.71332375,0.000576776
1:07:49,67.82,24.401,708.1666667,981.3166667,0.713997243,0.00028864
1:08:02,68.03,24.2865,710.3333333,983.4833333,0.715343052,0.000621143
1:08:16,68.27,24.2293,712.6666667,985.8166667,0.716015369,0.000288136
1:08:44,68.73,24.0002,717.3333333,990.4833333,0.718708164,0.000577027
1:08:58,68.97,23.943,719.6666667,992.8166667,0.719380481,0.000288136
1:09:12,69.20,23.8285,722,995.15,0.720726291,0.000576776
1:09:26,69.43,23.7712,724.3333333,997.4833333,0.721399783,0.00028864
1:09:40,69.67,23.6567,726.6666667,999.8166667,0.722745593,0.000576776
1:09:54,69.90,23.5995,729,1002.15,0.72341791,0.000288136
1:10:08,70.13,23.5422,731.3333333,1004.483333,0.724091402,0.00028864
1:10:22,70.37,23.4277,733.6666667,1006.816667,0.725437212,0.000576776
1:10:36,70.60,23.3705,736,1009.15,0.726109529,0.000288136
1:10:50,70.83,23.3132,738.3333333,1011.483333,0.726783021,0.00028864
1:11:04,71.07,23.1987,740.6666667,1013.816667,0.728128831,0.000576776
1:11:18,71.30,23.1414,743,1016.15,0.728802323,0.00028864
1:11:32,71.53,23.0842,745.3333333,1018.483333,0.729474641,0.000288136
1:11:46,71.77,22.9697,747.6666667,1020.816667,0.73082045,0.000576776
1:12:00,72.00,22.9124,750,1023.15,0.731493943,0.00028864
2:46:24,,0.0682,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
