,time (min),,T(°C),T(K),a,da/dT
0:41:22,41.37,51.016,443.67,716.82,0.3938,0.0023
0:41:36,41.60,50.4508,446.00,719.15,0.4005,0.0029
0:41:50,41.83,49.9987,448.33,721.48,0.4059,0.0023
0:42:04,42.07,49.5465,450.67,723.82,0.4113,0.0023
0:42:18,42.30,49.0944,453.00,726.15,0.4167,0.0023
0:42:32,42.53,48.5857,455.33,728.48,0.4227,0.0026
0:42:46,42.77,48.0771,457.67,730.82,0.4288,0.0026
0:43:00,43.00,47.625,460.00,733.15,0.4341,0.0023
0:43:14,43.23,47.1728,462.33,735.48,0.4395,0.0023
0:43:28,43.47,46.7207,464.67,737.82,0.4449,0.0023
0:43:42,43.70,46.3816,467.00,740.15,0.4489,0.0017
0:43:56,43.93,46.0425,469.33,742.48,0.4530,0.0017
0:44:10,44.17,45.8164,471.67,744.82,0.4556,0.0012
0:44:24,44.40,45.4773,474.00,747.15,0.4597,0.0017
0:44:38,44.63,45.2512,476.33,749.48,0.4624,0.0012
0:44:52,44.87,44.9121,478.67,751.82,0.4664,0.0017
0:45:06,45.10,44.6861,481.00,754.15,0.4691,0.0012
0:45:20,45.33,44.347,483.33,756.48,0.4731,0.0017
0:45:34,45.57,44.1209,485.67,758.82,0.4758,0.0012
0:45:48,45.80,43.7818,488.00,761.15,0.4798,0.0017
0:46:02,46.03,43.5557,490.33,763.48,0.4825,0.0012
0:46:16,46.27,43.3296,492.67,765.82,0.4852,0.0012
0:46:30,46.50,43.0471,495.00,768.15,0.4886,0.0014
0:46:44,46.73,42.7645,497.33,770.48,0.4919,0.0014
0:46:58,46.97,42.5384,499.67,772.82,0.4946,0.0012
0:47:12,47.20,42.3123,502.00,775.15,0.4973,0.0012
0:47:26,47.43,42.0863,504.33,777.48,0.5000,0.0012
0:47:40,47.67,41.8602,506.67,779.82,0.5027,0.0012
0:47:54,47.90,41.5776,509.00,782.15,0.5060,0.0014
0:48:08,48.13,41.295,511.33,784.48,0.5094,0.0014
0:48:23,48.38,41.1255,513.83,786.98,0.5114,0.0008
0:48:37,48.62,40.8994,516.17,789.32,0.5141,0.0012
0:48:51,48.85,40.6733,518.50,791.65,0.5168,0.0012
0:49:05,49.08,40.4473,520.83,793.98,0.5195,0.0012
0:49:19,49.32,40.2777,523.17,796.32,0.5215,0.0009
0:49:33,49.55,40.1647,525.50,798.65,0.5228,0.0006
0:49:47,49.78,39.8821,527.83,800.98,0.5262,0.0014
0:50:01,50.02,39.5995,530.17,803.32,0.5296,0.0014
0:50:15,50.25,39.43,532.50,805.65,0.5316,0.0009
0:50:29,50.48,39.2039,534.83,807.98,0.5343,0.0012
0:50:43,50.72,38.9778,537.17,810.32,0.5370,0.0012
0:50:57,50.95,38.8083,539.50,812.65,0.5390,0.0009
0:51:11,51.18,38.6387,541.83,814.98,0.5410,0.0009
0:51:25,51.42,38.4127,544.17,817.32,0.5437,0.0012
0:51:39,51.65,38.2431,546.50,819.65,0.5457,0.0009
0:51:53,51.88,38.0735,548.83,821.98,0.5477,0.0009
0:52:07,52.12,37.8475,551.17,824.32,0.5504,0.0012
0:52:21,52.35,37.6779,553.50,826.65,0.5524,0.0009
0:52:35,52.58,37.5084,555.83,828.98,0.5544,0.0009
0:52:49,52.82,37.2823,558.17,831.32,0.5571,0.0012
0:53:03,53.05,37.0562,560.50,833.65,0.5598,0.0012
0:53:17,53.28,36.9432,562.83,835.98,0.5612,0.0006
0:53:31,53.52,36.7171,565.17,838.32,0.5638,0.0012
0:53:45,53.75,36.6041,567.50,840.65,0.5652,0.0006
0:53:59,53.98,36.378,569.83,842.98,0.5679,0.0012
0:54:13,54.22,36.2085,572.17,845.32,0.5699,0.0009
0:54:27,54.45,36.0389,574.50,847.65,0.5719,0.0009
0:54:41,54.68,35.8694,576.83,849.98,0.5739,0.0009
0:54:55,54.92,35.6998,579.17,852.32,0.5759,0.0009
0:55:09,55.15,35.4738,581.50,854.65,0.5786,0.0012
0:55:23,55.38,35.3607,583.83,856.98,0.5800,0.0006
0:55:37,55.62,35.1347,586.17,859.32,0.5827,0.0012
0:55:51,55.85,35.0216,588.50,861.65,0.5840,0.0006
0:56:05,56.08,34.739,590.83,863.98,0.5874,0.0014
0:56:20,56.33,34.6825,593.33,866.48,0.5880,0.0003
0:56:34,56.57,34.513,595.67,868.82,0.5901,0.0009
0:56:48,56.80,34.3434,598.00,871.15,0.5921,0.0009
0:57:02,57.03,34.2304,600.33,873.48,0.5934,0.0006
0:57:16,57.27,34.0043,602.67,875.82,0.5961,0.0012
0:57:30,57.50,33.8913,605.00,878.15,0.5974,0.0006
0:57:44,57.73,33.6652,607.33,880.48,0.6001,0.0012
0:57:58,57.97,33.5522,609.67,882.82,0.6015,0.0006
0:58:12,58.20,33.4957,612.00,885.15,0.6021,0.0003
0:58:26,58.43,33.2131,614.33,887.48,0.6055,0.0014
0:58:40,58.67,33.1,616.67,889.82,0.6069,0.0006
0:58:54,58.90,32.874,619.00,892.15,0.6095,0.0012
0:59:08,59.13,32.7609,621.33,894.48,0.6109,0.0006
0:59:22,59.37,32.6479,623.67,896.82,0.6122,0.0006
0:59:36,59.60,32.4218,626.00,899.15,0.6149,0.0012
0:59:50,59.83,32.3088,628.33,901.48,0.6163,0.0006
1:00:04,60.07,32.1958,630.67,903.82,0.6176,0.0006
1:00:18,60.30,32.0262,633.00,906.15,0.6196,0.0009
1:00:32,60.53,31.8567,635.33,908.48,0.6216,0.0009
1:00:46,60.77,31.7436,637.67,910.82,0.6230,0.0006
1:01:00,61.00,31.6306,640.00,913.15,0.6243,0.0006
1:01:14,61.23,31.4045,642.33,915.48,0.6270,0.0012
1:01:28,61.47,31.2915,644.67,917.82,0.6284,0.0006
1:01:42,61.70,31.1785,647.00,920.15,0.6297,0.0006
1:01:56,61.93,31.0654,649.33,922.48,0.6310,0.0006
1:02:10,62.17,30.8959,651.67,924.82,0.6331,0.0009
1:02:24,62.40,30.7263,654.00,927.15,0.6351,0.0009
1:02:38,62.63,30.6133,656.33,929.48,0.6364,0.0006
1:02:52,62.87,30.5002,658.67,931.82,0.6378,0.0006
1:03:06,63.10,30.3872,661.00,934.15,0.6391,0.0006
1:03:20,63.33,30.2177,663.33,936.48,0.6411,0.0009
1:03:34,63.57,30.0481,665.67,938.82,0.6431,0.0009
1:03:48,63.80,29.8786,668.00,941.15,0.6452,0.0009
1:04:02,64.03,29.822,670.33,943.48,0.6458,0.0003
1:04:17,64.28,29.709,672.83,945.98,0.6472,0.0005
1:04:31,64.52,29.5395,675.17,948.32,0.6492,0.0009
1:04:45,64.75,29.4264,677.50,950.65,0.6505,0.0006
1:04:59,64.98,29.2569,679.83,952.98,0.6526,0.0009
1:05:13,65.22,29.1438,682.17,955.32,0.6539,0.0006
1:05:27,65.45,29.0308,684.50,957.65,0.6552,0.0006
1:05:41,65.68,28.9178,686.83,959.98,0.6566,0.0006
1:05:55,65.92,28.8047,689.17,962.32,0.6579,0.0006
1:06:09,66.15,28.6917,691.50,964.65,0.6593,0.0006
1:06:23,66.38,28.5221,693.83,966.98,0.6613,0.0009
1:06:51,66.85,28.2961,698.50,971.65,0.6640,0.0006
1:07:05,67.08,28.183,700.83,973.98,0.6653,0.0006
1:07:19,67.32,28.07,703.17,976.32,0.6667,0.0006
1:07:33,67.55,27.9005,705.50,978.65,0.6687,0.0009
1:07:47,67.78,27.7874,707.83,980.98,0.6700,0.0006
1:08:01,68.02,27.6744,710.17,983.32,0.6714,0.0006
1:08:15,68.25,27.5614,712.50,985.65,0.6727,0.0006
1:08:29,68.48,27.4483,714.83,987.98,0.6741,0.0006
1:08:43,68.72,27.3353,717.17,990.32,0.6754,0.0006
1:08:57,68.95,27.2223,719.50,992.65,0.6767,0.0006
1:09:11,69.18,27.1092,721.83,994.98,0.6781,0.0006
1:09:25,69.42,26.9962,724.17,997.32,0.6794,0.0006
1:09:39,69.65,26.8831,726.50,999.65,0.6808,0.0006
1:09:53,69.88,26.8266,728.83,1001.98,0.6815,0.0003
1:10:07,70.12,26.7136,731.17,1004.32,0.6828,0.0006
1:10:21,70.35,26.6006,733.50,1006.65,0.6841,0.0006
1:10:49,70.82,26.3745,738.17,1011.32,0.6868,0.0006
1:11:03,71.05,26.2615,740.50,1013.65,0.6882,0.0006
1:11:17,71.28,26.2049,742.83,1015.98,0.6888,0.0003
1:11:31,71.52,26.0919,745.17,1018.32,0.6902,0.0006
1:11:45,71.75,25.9789,747.50,1020.65,0.6915,0.0006
1:12:00,72.00,25.9224,750.00,1023.15,0.6922,0.0003
2:50:40,,0.0375,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
