T,a,da/dT
369.03302,0.055174562,0.000331524
370.28189,0.055582954,0.000327009
371.5293747,0.055964063,0.000305502
372.777302,0.056334202,0.000296603
374.0307533,0.056715475,0.000304179
375.2859,0.057071383,0.000283559
376.5405267,0.057425527,0.000282271
377.7919133,0.057768864,0.000274366
379.0452067,0.058104359,0.00026769
380.3017933,0.058543027,0.000349095
381.5582867,0.058877722,0.000266372
382.8153467,0.059198442,0.000255135
384.0704933,0.059500368,0.000240551
385.3299,0.059791016,0.000230782
386.5892067,0.060100591,0.00024583
387.8480867,0.060391854,0.000231367
389.1070533,0.060665883,0.000217661
390.3643867,0.060942228,0.000219787
391.6221333,0.061212852,0.000215166
392.8748933,0.061488562,0.000220082
394.1334867,0.061753178,0.000210248
395.3879933,0.062013827,0.00020777
396.6438333,0.062266252,0.000201001
397.8977133,0.062516658,0.000199705
399.1530467,0.06274826,0.000184494
400.4082467,0.062990883,0.000193295
401.6659467,0.063220066,0.000182223
402.9209867,0.063446572,0.000180477
404.1732267,0.063666988,0.000176017
405.4243533,0.063875029,0.000166283
406.6774933,0.064086832,0.000169018
407.9298867,0.064283677,0.000157175
409.1817867,0.064486028,0.000161635
410.4339067,0.064669318,0.000146384
411.6833933,0.064853111,0.000147095
412.93854,0.065013517,0.000127799
414.19058,0.065173339,0.000127649
415.4448867,0.065333786,0.000127917
416.6976067,0.065469144,0.000108052
417.9499067,0.065599099,0.000103773
419.2050467,0.06573134,0.00010536
420.45682,0.065825339,7.50921E-05
421.7104733,0.06594137,9.25548E-05
422.9669533,0.066040608,7.89805E-05
424.2254667,0.066130761,7.16349E-05
425.4805,0.06621425,6.65234E-05
426.7357533,0.066304393,7.18127E-05
427.9906,0.066393122,7.07085E-05
429.2469,0.066477574,6.72235E-05
430.5007667,0.066532909,4.41312E-05
431.7553533,0.066611938,6.29921E-05
433.00848,0.066675896,5.10382E-05
434.2626267,0.066754463,6.26463E-05
435.51736,0.066802549,3.83236E-05
436.7742467,0.06685893,4.48573E-05
438.0281133,0.066913208,4.3289E-05
439.2826667,0.066959346,3.67763E-05
440.5349267,0.067022535,5.04595E-05
441.7882333,0.06704507,1.79811E-05
443.0454533,0.067093382,3.84272E-05
444.3023067,0.067121721,2.25475E-05
445.5597533,0.067153033,2.49014E-05
446.8150867,0.067188713,2.84227E-05
448.0680067,0.067216806,2.24219E-05
449.3236867,0.067239362,1.79634E-05
450.5795467,0.067268573,2.32593E-05
451.8310333,0.067276898,6.65235E-06
453.0835867,0.067290186,1.06085E-05
454.3332133,0.067318801,2.28994E-05
455.5898267,0.067331587,1.01744E-05
456.8480533,0.067334263,2.1268E-06
458.10504,0.067341973,6.13384E-06
459.3583067,0.067343675,1.35803E-06
460.6167533,0.067341942,0
461.87482,0.067343398,0
463.1337867,0.067338169,0
464.3924933,0.067326563,0
465.6495867,0.06731592,0
466.9077467,0.067308877,0
468.1671533,0.067291354,0
469.4244733,0.067273279,0
470.68148,0.067241833,0
471.9405,0.067217923,0
473.20034,0.067186488,0
474.4591467,0.067169509,0
475.7163867,0.067142729,0
476.9784133,0.067105296,0
478.2382067,0.067065361,0
479.4962067,0.067029927,0
480.7538067,0.06700085,0
482.0142133,0.066960023,0
483.27576,0.066917812,0
484.53898,0.066867993,0
485.80036,0.066821825,0
487.0640667,0.066777707,0
488.3292133,0.0667308,0
489.59264,0.066675926,0
490.8568867,0.06661606,0
492.11764,0.066571583,0
493.3819667,0.066523148,0
494.64958,0.066461631,0
495.9166133,0.066402729,0
498.44214,0.066273143,0
499.7074067,0.066222196,0
500.9722867,0.066148417,0
502.23864,0.06608489,0
503.5037,0.066026828,0
504.7686867,0.06596041,0
506.03596,0.065888373,0
507.30518,0.065820243,0
508.5714467,0.06574593,0
509.8389933,0.065681973,0
511.1084067,0.065623162,0
512.3753733,0.065551044,0
513.64586,0.065479571,0
514.9162267,0.065419582,0
516.1872867,0.065356834,0
517.4555,0.065300771,0
518.7280267,0.065237501,0
519.9960333,0.065178291,0
521.2674267,0.065118783,0
522.5393467,0.065051637,0
523.8156467,0.065008678,0
525.0907667,0.064963688,0
526.36916,0.064927885,0
527.6453533,0.06489239,0
528.9207533,0.06487377,0
530.19712,0.064859642,0
531.47414,0.064830944,0
532.75112,0.064812325,0
534.0319333,0.064799509,0
535.31068,0.064804235,3.69625E-06
536.5899133,0.064812571,6.51607E-06
537.8692667,0.06482143,6.92418E-06
539.1483,0.064830739,7.27862E-06
540.4286933,0.064865804,2.7386E-05
541.7096133,0.064905236,3.07845E-05
542.9932867,0.064949108,3.41769E-05
544.2706,0.064999112,3.91472E-05
545.55608,0.065083052,6.52987E-05
546.84072,0.065161855,6.13429E-05
548.1222267,0.065253936,7.18537E-05
549.40616,0.065356239,7.96794E-05
550.6935267,0.065488348,0.000102619
551.97902,0.065615124,9.8621E-05
553.2604667,0.06577147,0.000122007
554.5459267,0.065936756,0.000128582
555.83096,0.06614368,0.000161026
557.1168267,0.06634438,0.000156081
558.4032867,0.066567687,0.000173583
559.6875867,0.066805687,0.000185315
560.9733733,0.067072333,0.00020738
562.2610267,0.067373736,0.000234072
563.5456133,0.067694897,0.000250011
564.8352733,0.06802749,0.000257892
566.1231667,0.068392973,0.000283784
567.4115933,0.068793665,0.000310993
568.6966133,0.069224573,0.000335331
569.9834467,0.069680107,0.000353997
571.26954,0.070168708,0.00037991
572.55816,0.070690209,0.000404698
573.8474667,0.07124168,0.000427727
575.1359333,0.071831896,0.000458077
576.4237933,0.07245485,0.000483712
577.7108667,0.073116857,0.000514351
578.99786,0.073827473,0.000552152
580.2856867,0.074565453,0.000573043
581.5726467,0.075357364,0.000615334
582.8554867,0.076193351,0.000651669
584.1452333,0.077083279,0.000690002
585.4358533,0.078007606,0.000716188
586.72152,0.078983771,0.000759267
588.0110867,0.080020673,0.000804071
589.2983933,0.08110315,0.000840885
590.5887533,0.082243935,0.000884083
591.87768,0.083450287,0.000935935
593.16796,0.084708775,0.00097536
594.4583533,0.086034019,0.001027008
595.7485533,0.087419632,0.001073952
597.0369733,0.088871498,0.001126858
598.32578,0.090386277,0.001175334
599.6172733,0.091977921,0.001232406
600.90634,0.093640484,0.001289742
602.1947267,0.095381882,0.001351611
603.4844933,0.097201529,0.001410835
604.7778,0.099109649,0.00147538
606.07104,0.101094285,0.001534623
607.3640333,0.103183839,0.001616059
608.66232,0.105338171,0.001659365
609.9575067,0.107614511,0.001757539
611.2531733,0.109973992,0.001821056
612.54942,0.112445045,0.001906314
613.8484,0.115000264,0.001967096
615.15134,0.117670704,0.00204955
616.45792,0.1204529,0.002129373
617.765,0.123365544,0.002228359
619.0749733,0.126391092,0.002309626
620.3844067,0.129556602,0.002417466
621.6978067,0.132867682,0.002520999
623.01372,0.136309322,0.0026154
624.3321533,0.139887089,0.002713651
625.65414,0.143623653,0.002826476
626.9851533,0.14752943,0.002934439
628.3179,0.151600083,0.003054334
629.6615467,0.155847065,0.003160788
631.00754,0.160288718,0.003299907
632.3574867,0.164946163,0.003450096
633.7174667,0.169822824,0.003585833
635.08536,0.174937301,0.003738944
636.45976,0.180289265,0.003894036
637.84618,0.185897253,0.004044942
639.2421467,0.191802594,0.004230288
640.6503733,0.19803168,0.004423355
642.0763533,0.204641465,0.004635258
643.5214467,0.211635117,0.004839585
644.9903867,0.219110643,0.005089062
646.4912933,0.227159561,0.005362704
648.0317133,0.235938319,0.005698938
649.63276,0.245649185,0.006065323
651.3475733,0.257026541,0.006634749
653.44606,0.273021294,0.007622042
656.88104,0.315195195,0.012277772
660.7505,0.367757287,0.013583831
664.32444,0.408202217,0.011316623
667.41332,0.442169582,0.010996661
669.97288,0.471391954,0.011416951
671.9841,0.496337847,0.012403363
673.169,0.515117821,0.015849417
674.0108667,0.58690359,0.08526976
674.57362,0.593135844,0.011074575
675.2406667,0.599263293,0.009185938
676.00554,0.605323545,0.00792321
676.8513267,0.611355089,0.007131283
677.7735,0.617369182,0.006521652
678.7576733,0.623424882,0.006153083
679.79556,0.629511904,0.005864824
680.87448,0.63560067,0.005643389
681.9841333,0.641720614,0.005515186
683.1200333,0.647861002,0.005405747
684.2773467,0.654049804,0.00534756
685.44552,0.660237295,0.005296723
686.6239133,0.666485328,0.005302163
687.8124133,0.672760582,0.005279979
689.0070333,0.679049688,0.005264524
690.1980533,0.685322954,0.005267137
691.38994,0.691547805,0.005222687
692.5779133,0.697736731,0.00520965
693.7617533,0.703900198,0.005206335
694.944,0.710011909,0.005169574
696.12306,0.71609398,0.005158406
697.3046667,0.722162393,0.00513573
698.486,0.728197197,0.005108469
699.6719533,0.734210573,0.0050705
700.8678133,0.740252893,0.005052698
702.0713067,0.746311207,0.005033941
703.28274,0.752420786,0.005043264
704.5105333,0.758553833,0.004995179
705.74858,0.764759829,0.005012732
707.0020667,0.771061639,0.005027424
708.2797733,0.777568977,0.005092983
709.58512,0.78425895,0.005125054
710.9121333,0.791127476,0.005175929
712.77624,0.800512926,0.005034825
715.6085067,0.820655362,0.007111773
717.3507133,0.832062072,0.006547277
718.5893733,0.841799278,0.00786108
719.4197333,0.847733543,0.007146617
720.1644733,0.85315662,0.00728184
720.91768,0.858401585,0.006963514
721.70822,0.863467791,0.006408539
722.54676,0.868420857,0.005906773
723.43606,0.873273609,0.005456822
724.3725933,0.878005931,0.00505302
725.34628,0.882649996,0.004769568
726.3554667,0.887190671,0.004499341
727.3933067,0.891608558,0.004256809
728.4537667,0.895881049,0.004028904
729.52726,0.900021801,0.003857268
730.6106667,0.903989208,0.003661974
731.70342,0.907780296,0.003469299
732.80024,0.911409317,0.003308675
733.89768,0.914860862,0.003145087
734.99764,0.918139871,0.002981026
736.09308,0.921244612,0.002834241
737.1872533,0.924175157,0.002678319
738.28226,0.926923673,0.002510045
739.3747333,0.929513013,0.002370163
740.46682,0.931927234,0.00221065
741.5591867,0.934182566,0.00206463
742.66306,0.936297814,0.001916205
743.7735267,0.938296794,0.001800126
744.89134,0.940203652,0.001705883
746.0167667,0.941985877,0.001583599
747.1469533,0.943684961,0.001503366
748.2840333,0.945308901,0.001428168
749.4277467,0.946844534,0.001342673
750.57738,0.948286579,0.001254352
751.7318267,0.949664266,0.001193375
752.8917133,0.950969928,0.00112568
754.05732,0.952220121,0.001072569
755.23064,0.953433537,0.001034173
756.4057,0.954570548,0.00096762
757.5868867,0.955665934,0.00092736
758.7718533,0.956707573,0.000879045
759.9642533,0.957722309,0.000851003
761.1606267,0.958719257,0.000833308
762.3635867,0.959688224,0.000805486
763.57366,0.960659242,0.000802445
764.7898333,0.961621576,0.00079128
766.0098133,0.962571175,0.000778373
767.23516,0.963525932,0.000779173
768.4610933,0.964472528,0.000772143
769.6907067,0.965435395,0.000783065
770.9201533,0.966375326,0.000764516
772.1519333,0.967317236,0.000764674
773.38714,0.968247529,0.000753148
774.6239867,0.969198277,0.000768687
775.86008,0.970137983,0.000760222
777.0989333,0.971097764,0.000774733
778.3394733,0.972049906,0.000767523
779.5803067,0.972998337,0.00076435
780.8186933,0.973938453,0.000759146
782.05942,0.974876723,0.000756226
783.2977133,0.975802608,0.00074771
784.5362267,0.97671461,0.000736369
785.77476,0.977613438,0.000725719
787.01166,0.97849542,0.000713058
788.2479267,0.979372757,0.000709667
789.4840933,0.980210601,0.000677775
790.7213,0.981029425,0.000661833
791.95506,0.98182112,0.000641693
793.18852,0.982579996,0.000615242
794.4186667,0.983315701,0.000598062
795.6447333,0.983993845,0.000553106
796.86982,0.984619311,0.000510548
798.0938933,0.985225378,0.000495123
799.3194133,0.985787328,0.000458539
800.5440267,0.986321614,0.00043629
801.7689533,0.986815854,0.000403485
802.9924667,0.987254174,0.000358247
804.2150067,0.987673598,0.000343076
805.4381,0.988033422,0.000294192
806.6590467,0.988363903,0.000270676
807.8793467,0.988646861,0.000231876
809.1012867,0.988880063,0.000190845
810.32174,0.989074395,0.00015923
811.5459333,0.98925909,0.000150871
812.7721733,0.98941273,0.000125293
813.9969133,0.989554106,0.000115434
815.2268267,0.989666611,9.14737E-05
816.4591733,0.98979916,0.000107558
817.6933867,0.989910352,9.00916E-05
818.9302933,0.990029788,9.65599E-05
820.1718267,0.990133906,8.38623E-05
821.41378,0.99022896,7.65361E-05
822.6538267,0.990315023,6.94027E-05
823.89636,0.990413019,7.88686E-05
825.1395133,0.990528118,9.2586E-05
826.38238,0.990657919,0.000104437
827.6236,0.990747775,7.23934E-05
828.8663267,0.990835817,7.08453E-05
830.1106733,0.990906787,5.70342E-05
831.35618,0.990991127,6.77155E-05
832.6009133,0.991071366,6.44627E-05
833.8444933,0.991150774,6.38547E-05
835.0887733,0.991221663,5.69713E-05
836.3342133,0.991285887,5.15673E-05
837.578,0.991355698,5.61284E-05
838.8226067,0.991443606,7.06312E-05
840.0683067,0.991523117,6.38283E-05
841.3115933,0.991593811,5.68602E-05
842.55786,0.991669323,6.05908E-05
843.8032267,0.991744415,6.02971E-05
845.0498267,0.991822768,6.28529E-05
846.2923067,0.991914746,7.40281E-05
847.5401733,0.992009359,7.58201E-05
848.7872,0.992090091,6.47388E-05
850.03238,0.99220442,9.18178E-05
851.2789133,0.992310917,8.54341E-05
852.52494,0.992421135,8.84558E-05
853.7706867,0.992544887,9.93397E-05
855.0156333,0.992662805,9.47175E-05
856.2602867,0.992773536,8.89653E-05
857.5046133,0.992903737,0.000104636
858.7506667,0.993043873,0.000112464
859.9958933,0.993174341,0.000104774
861.2421267,0.993314108,0.000112152
862.4891267,0.993470854,0.000125698
863.7348533,0.993618228,0.000118304
864.9829867,0.993775733,0.000126192
866.2282533,0.993941347,0.000132995
867.4734867,0.994088517,0.000118186
868.71958,0.994253342,0.000132273
869.9648733,0.994418249,0.000132424
871.20938,0.994591656,0.000139338
872.45548,0.994773213,0.000145701
873.70322,0.994939546,0.000133307
874.95102,0.995125081,0.00014869
876.1989133,0.99528762,0.00013025
877.4597,0.995464615,0.000140385
878.75258,0.995700718,0.000182618
880.0121,0.995976736,0.000219145
881.2501933,0.996182634,0.000166302
882.48298,0.996368364,0.000150659
883.72024,0.996519358,0.000122039
884.95578,0.996681845,0.000131511
886.1948933,0.996843615,0.000130553
887.4405733,0.996983854,0.00011258
888.68118,0.997102254,9.54372E-05
889.9264333,0.997201235,7.94867E-05
891.1730467,0.997298873,7.83226E-05
