T(K),a,da/dT
303.15,0,
384.65,0,0
387.15,0,0
389.48,0,0
391.82,0,0
394.15,0,0
396.48,0,0
398.82,0,0
401.15,0,0
403.48,0,0
405.82,0,0
408.15,0,0
410.48,0,0
412.82,0,0
415.15,0,0
417.48,0,0
419.82,0,0
422.15,0,0
424.65,0,0
464.48,0,0.00E+00
466.82,0,0.00E+00
471.48,0,3.22E-05
473.82,0,5.29E-05
485.48,0,0.000191754
487.82,0,0.00021834
490.15,0.000763459,0.000244917
492.48,0.001526917,0.000271415
497.15,0.002290376,0.000321559
499.65,0.003053835,0.00034233
504.32,0.004580752,0.000398775
511.32,0.006106452,0.000493926
513.65,0.006869911,0.000526322
515.98,0.008396828,0.000562265
518.32,0.010687204,0.000600959
520.65,0.012214121,0.000641081
522.98,0.013741039,0.000680392
525.32,0.015267956,0.000719856
527.65,0.016794874,0.000759202
529.98,0.018321791,0.000799251
532.32,0.019848708,0.000841459
534.65,0.022139084,0.000882353
537.15,0.024429461,0.000925896
539.48,0.027483295,0.000967506
541.82,0.03053713,0.00100959
544.15,0.033590965,0.001053547
546.48,0.0366448,0.001104563
548.82,0.039697417,0.001152369
551.15,0.044278169,0.001197454
553.48,0.045805086,0.001238876
555.82,0.048858921,0.001285518
558.15,0.051912756,0.001308592
560.48,0.054966591,0.001309096
562.82,0.059547343,0.001309374
565.15,0.062601178,0.001309621
567.48,0.066418471,0.001309851
569.82,0.070235764,0.00131
572.15,0.073288382,0.001309657
574.65,0.077869134,0.00130929
576.98,0.080922969,0.001308943
579.32,0.083976803,0.001308678
581.65,0.088557555,0.001308298
583.98,0.09161139,0.001308292
586.32,0.094665225,0.001308574
588.65,0.09771906,0.001308563
590.98,0.100772895,0.001308597
593.32,0.103825512,0.00130888
595.65,0.106879346,0.001308599
597.98,0.109933181,0.001308629
600.32,0.112987016,0.001309169
602.65,0.116040851,0.0013096
604.98,0.119094686,0.001310051
607.32,0.121385062,0.001310571
609.65,0.125202355,0.001311145
612.15,0.125965814,0.000561499
614.48,0.127492731,0.00059537
616.82,0.130546566,0.000631759
619.15,0.132073483,0.000671256
621.48,0.135127318,0.000714822
623.82,0.136653018,0.000763552
626.15,0.137416477,0.000817928
628.48,0.14123377,0.000879444
630.82,0.142760687,0.000950894
633.15,0.144287605,0.001036845
635.48,0.146577981,0.00115225
637.82,0.148104898,0.001334838
640.15,0.150395274,0.001723982
642.48,0.151922192,0.002158175
644.82,0.153449109,0.002556
647.15,0.154976026,0.002921066
651.98,0.164518651,0.003606352
654.32,0.174824735,0.003948795
656.65,0.187803533,0.004308196
658.98,0.20078233,0.00468901
661.32,0.214523369,0.005089416
663.65,0.227502167,0.005485031
665.98,0.241413675,0.005856279
668.32,0.254222004,0.006213485
670.65,0.26796426,0.006562786
672.98,0.280432868,0.00689992
675.32,0.293920638,0.007233352
677.65,0.307661677,0.007563714
679.98,0.326093055,0.007878858
682.32,0.337435348,0.008215806
684.82,0.361102568,0.008548343
687.15,0.384005111,0.008894155
689.48,0.407017241,0.009199361
691.82,0.430574873,0.009513095
694.15,0.454240875,0.009715496
696.48,0.477143418,0.009620048
698.82,0.500045962,0.009229224
701.15,0.523713181,0.008962496
703.48,0.546615724,0.008588658
705.82,0.568754809,0.008177569
708.15,0.600013998,0.007818288
710.48,0.611422043,0.007464123
712.82,0.625333551,0.007093002
715.15,0.637463656,0.006683592
717.48,0.649678995,0.006190039
719.82,0.662656575,0.0058277
722.32,0.675635373,0.005416004
724.65,0.687850712,0.005207586
726.98,0.699980816,0.004972058
729.32,0.713892324,0.004670158
731.65,0.726022429,0.00434436
733.98,0.73823655,0.004047417
736.32,0.748161513,0.003741013
738.65,0.752742265,0.003471344
740.98,0.757323018,0.003212305
743.32,0.760376852,0.00292355
745.65,0.764956387,0.002588974
747.98,0.768010222,0.002257456
750.32,0.771064056,0.001962154
752.65,0.775644809,0.001730562
754.98,0.778698643,0.001573586
757.32,0.783279395,0.001477134
759.82,0.78633323,0.001393693
762.15,0.790150524,0.001321133
764.48,0.791677441,0.001248215
766.82,0.794730058,0.001180602
769.15,0.796256976,0.0011149
771.48,0.79931081,0.001054207
773.82,0.800837728,0.001003341
776.15,0.803891563,0.000963878
778.48,0.80541848,0.000931466
780.82,0.808472315,0.000897862
783.15,0.809999232,0.000869597
785.48,0.811526149,0.000841721
787.82,0.814579984,0.000818023
790.15,0.816106902,0.000802554
792.48,0.817633819,0.000792236
794.82,0.819160736,0.000785109
799.65,0.823741489,0.000779936
801.98,0.824504947,0.000776788
804.32,0.826794106,0.00077099
806.65,0.829084482,0.00076599
811.32,0.832138317,0.000759312
813.65,0.834428693,0.000749558
815.98,0.83595561,0.000738211
818.32,0.837482527,0.000725301
820.65,0.839009445,0.000709213
822.98,0.840536362,0.000690985
825.32,0.84206328,0.000676257
827.65,0.843590197,0.00066585
829.98,0.845117114,0.000655523
832.32,0.84740749,0.000653002
834.82,0.848170949,0.000652682
837.15,0.849697866,0.000651599
839.48,0.851224784,0.000649537
841.82,0.852751701,0.000645729
844.15,0.854278619,0.000637475
846.48,0.855805536,0.000629698
848.82,0.857332453,0.000623744
851.15,0.858859371,0.000620017
853.48,0.860385071,0.000615083
855.82,0.861911988,0.000607334
858.15,0.862675447,0.00059941
860.48,0.864202364,0.000592383
865.15,0.867256199,0.000576405
867.48,0.868783116,0.000569479
869.82,0.869546575,0.000563168
872.32,0.871073492,0.000558167
874.65,0.87260041,0.000555371
876.98,0.874127327,0.000551837
879.32,0.874890786,0.000547895
883.98,0.87794462,0.000543443
886.32,0.878708079,0.000541624
888.65,0.880234997,0.000537727
890.98,0.881761914,0.000532115
893.32,0.882525373,0.000528172
