T(K),a,da/dT
303.15,0,
416.15,0,0.00
418.4833333,0,0.00
420.8166667,0,0.00
423.15,0,0.00
425.4833333,0,0.00
434.8166667,0,0.00
437.15,0,0.00
464.9833333,0,0.00
467.3166667,0,0.00
474.3166667,0,0.00
476.65,0,0.00
478.9833333,0.000782995,0.00
481.3166667,0.001567359,0.00
492.9833333,0.002350355,0.00
495.3166667,0.003134719,0.00
502.3166667,0.004702078,0.00
506.8166667,0.006269437,0.00
509.15,0.007053802,0.00
511.4833333,0.007836797,0.00
513.8166667,0.008621161,0.00
516.15,0.009404156,0.00
518.4833333,0.010971516,0.00
520.8166667,0.01175588,0.00
523.15,0.013323239,0.00
525.4833333,0.014890598,0.00
527.8166667,0.018025317,0.00
530.15,0.019592677,0.00
532.4833333,0.020377041,0.00
534.8166667,0.024296124,0.00
537.15,0.025863483,0.00
539.4833333,0.028998202,0.00
541.8166667,0.030565561,0.00
544.15,0.03370028,0.00
546.4833333,0.036052003,0.00
548.8166667,0.039186722,0.00
550.9833333,0.042321441,0.00
553.3166667,0.046240524,0.00
555.65,0.050158238,0.00
557.9833333,0.053292956,0.00
560.3166667,0.056427675,0.00
562.65,0.059563763,0.00
564.9833333,0.063481477,0.00
567.3166667,0.06740056,0.00
569.65,0.070535278,0.00
571.9833333,0.073669997,0.00
574.3166667,0.076804716,0.00
576.65,0.079940803,0.00
578.9833333,0.083858517,0.00
581.3166667,0.0877776,0.00
583.65,0.090912319,0.00
585.9833333,0.094047038,0.00
588.3166667,0.097181757,0.00
590.65,0.100317844,0.00
592.9833333,0.104235558,0.00
595.3166667,0.105802918,0.00
597.65,0.108937636,0.00
599.8166667,0.110504996,0.00
602.15,0.113641083,0.00
604.4833333,0.115208443,0.00
606.8166667,0.118343161,0.00
609.15,0.119910521,0.00
611.4833333,0.123045239,0.00
613.8166667,0.125396963,0.00
616.15,0.127747318,0.00
618.4833333,0.129314677,0.00
620.8166667,0.130882036,0.00
623.15,0.132450765,0.00
625.4833333,0.134018124,0.00
627.8166667,0.135585483,0.00
630.15,0.137152843,0.00
632.4833333,0.138720202,0.00
634.8166667,0.140287561,0.00
639.4833333,0.145774004,0.00
641.8166667,0.152043441,0.00
644.15,0.158312879,0.00
646.4833333,0.166151044,0.00
648.65,0.172420482,0.00
650.9833333,0.180257279,0.00
653.3166667,0.186526716,0.00
655.65,0.193580518,0.00
657.9833333,0.200634319,0.00
660.3166667,0.206382216,0.00
662.65,0.214741923,0.00
664.9833333,0.224818195,0.00
667.3166667,0.241300793,0.00
669.65,0.256975756,0.00
671.9833333,0.272650718,0.01
674.3166667,0.288325681,0.01
676.65,0.303999275,0.01
678.9833333,0.319674237,0.01
681.3166667,0.3353492,0.01
683.65,0.351022793,0.01
685.9833333,0.366697756,0.01
688.3166667,0.380805359,0.01
690.65,0.396480322,0.01
692.9833333,0.40736423,0.01
695.15,0.420862684,0.01
697.4833333,0.432394069,0.01
699.8166667,0.445157439,0.01
702.15,0.457697683,0.01
704.4833333,0.470237927,0.01
706.8166667,0.483001297,0.01
709.15,0.495540172,0.01
711.4833333,0.507072925,0.01
713.8166667,0.5196118,0.00
716.15,0.532152044,0.00
718.4833333,0.543683429,0.00
720.8166667,0.554619354,0.00
723.15,0.562717605,0.00
725.4833333,0.569771407,0.00
727.8166667,0.576040844,0.00
730.15,0.582310282,0.00
732.4833333,0.588581088,0.00
734.8166667,0.594850526,0.00
737.15,0.601119963,0.00
739.4833333,0.607389401,0.00
741.8166667,0.613660207,0.00
743.9833333,0.620714009,0.00
746.3166667,0.626983446,0.00
748.65,0.631685524,0.00
750.9833333,0.634820243,0.00
753.3166667,0.637954962,0.00
755.65,0.64108968,0.00
757.9833333,0.644225768,0.00
760.3166667,0.647360487,0.00
762.65,0.650495206,0.00
764.9833333,0.654414288,0.00
767.3166667,0.657549007,0.00
769.65,0.660683726,0.00
771.9833333,0.663818445,0.00
774.3166667,0.666953163,0.00
776.65,0.669304887,0.00
778.9833333,0.672439606,0.00
781.3166667,0.674791329,0.00
783.65,0.677141684,0.00
785.9833333,0.680276402,0.00
788.3166667,0.683411121,0.00
790.4833333,0.686547209,0.00
792.8166667,0.688897563,0.00
795.15,0.692032282,0.00
797.4833333,0.693599642,0.00
799.8166667,0.696735729,0.00
802.15,0.699086084,0.00
804.4833333,0.701437807,0.00
806.8166667,0.704572526,0.00
809.15,0.706139885,0.00
811.4833333,0.709274604,0.00
813.8166667,0.710841964,0.00
816.15,0.713976682,0.00
818.4833333,0.715544042,0.00
820.8166667,0.718680129,0.00
823.15,0.720247489,0.00
825.4833333,0.721814848,0.00
827.8166667,0.724949567,0.00
830.15,0.726516926,0.00
832.4833333,0.729651645,0.00
834.8166667,0.731219004,0.00
837.15,0.732786364,0.00
839.3166667,0.735921082,0.00
841.65,0.737488442,0.00
843.9833333,0.73905717,0.00
846.3166667,0.740624529,0.00
848.65,0.742974884,0.00
850.9833333,0.745326607,0.00
853.3166667,0.746893967,0.00
855.65,0.748461326,0.00
857.9833333,0.75081305,0.00
860.3166667,0.753163404,0.00
862.65,0.753947768,0.00
864.9833333,0.757082487,0.00
867.3166667,0.757865482,0.00
869.65,0.759432842,0.00
871.9833333,0.761784565,0.00
876.65,0.764919284,0.00
878.9833333,0.767271008,0.00
881.3166667,0.768838367,0.00
883.65,0.770405726,0.00
885.9833333,0.771973086,0.00
888.15,0.773540445,0.00
890.4833333,0.775107804,0.00
892.8166667,0.776675164,0.00
895.15,0.778242523,0.00
897.4833333,0.779809883,0.00
899.8166667,0.781377242,0.00
902.15,0.78294597,0.00
904.4833333,0.78451333,0.00
906.8166667,0.786080689,0.00
909.15,0.788431044,0.00
911.4833333,0.789215408,0.00
913.8166667,0.790782767,0.00
916.15,0.792350126,0.00
918.4833333,0.793917486,0.00
